"player_name_pfr","college_combine","Ht","Wt","X40yd","Vertical","Bench","Broad_Jump","X3Cone","Shuttle","pos_combine","combine_yr","Pick","Career_AV_New","draft_dummy"
"Leonard Pope","Georgia",80,258,4.62,37.5,22,118,7.47,4.67,"TE",2006,72,7,1
"Manaia Brown","BYU",75,301,5.1,34.5,21,111,7.63,4.47,"DT",2006,300,0,0
"Manny Lawson","North Carolina State",77,241,4.43,39.5,23,124,6.9,4.18,"OLB",2006,22,47,1
"Marcedes Lewis","UCLA",78,261,4.8,37,23,118,7.24,4.82,"TE",2006,28,35,1
"Marcus Demps","San Diego State",72,198,4.7,31,17,117,6.91,4.09,"S",2006,300,0,0
"Marcus Green","Ohio State",73,295,5.14,31,33,108,7.62,4.86,"DT",2006,300,0,0
"Marcus Hudson","North Carolina State",73,194,4.55,NA,11,NA,NA,NA,"S",2006,192,6,1
"Marcus Maxey","Miami (FL)",73,198,4.48,41.5,14,129,NA,NA,"CB",2006,154,1,1
"Marcus McNeill","Auburn",80,336,5.07,31,NA,98,8.19,5,"OT",2006,50,56,1
"Marcus Vick","Virginia Tech",72,200,4.47,36,NA,117,6.94,4.08,"QB",2006,300,0,0
"Mario Williams","North Carolina State",79,295,4.7,40.5,35,120,7.19,4.36,"DE",2006,1,77,1
"Mark Anderson","Alabama",76,254,4.62,42,20,127,6.95,4.22,"DE",2006,159,22,1
"Mark Setterstrom","Minnesota",76,314,5.38,26.5,19,100,7.63,4.53,"OG",2006,242,6,1
"Marques Colston","Hofstra",77,224,4.5,37,16,123,6.94,4.43,"WR",2006,252,74,1
"Marques Hagans","Virginia",69,202,4.67,35,NA,114,7.03,4.38,"RB",2006,144,2,1
"Martin Nance","Miami (OH)",76,213,4.55,33.5,NA,112,6.91,4.08,"WR",2006,300,0,0
"Marvin Philip","California",73,307,5.24,27,27,96,7.85,4.69,"C",2006,201,0,1
"Mathias Kiwanuka","Boston Col.",78,266,4.7,32,17,120,7.27,4.13,"DE",2006,32,37,1
"Matt Bernstein","Wisconsin",72,260,4.91,29.5,22,110,7.46,4.5,"FB",2006,300,0,0
"Matt Henshaw","Florida State",76,248,4.73,29,16,111,7.44,4.44,"TE",2006,300,0,0
"Matt Leinart","USC",77,223,4.9,NA,NA,NA,NA,NA,"QB",2006,10,13,1
"Matthew Rice","Penn State",76,271,4.89,NA,NA,NA,7.6,4.34,"DE",2006,300,0,0
"Maurice Jones-Drew","UCLA",67,207,4.39,36,18,116,7.08,4.38,"RB",2006,60,73,1
"Maurice Stovall","Notre Dame",76,217,4.57,35,NA,122,6.81,4.14,"WR",2006,90,6,1
"Max Jean-Gilles","Georgia",76,355,5.48,24.5,27,95,8.56,5.08,"OG",2006,99,15,1
"McKinley Boykin","Mississippi",73,289,5.01,30.5,30,109,NA,4.75,"DT",2006,300,0,0
"Melvin Oliver","LSU",75,276,5.08,NA,NA,NA,NA,NA,"DE",2006,197,7,1
"Michael Huff","Texas",72,204,4.34,40.5,21,125,NA,NA,"S",2006,7,34,1
"Michael Robinson","Penn State",73,227,4.57,NA,NA,NA,NA,NA,"WR",2006,100,8,1
"Michael Toudouze","TCU",78,303,5.12,26.5,23,100,7.45,4.7,"OT",2006,162,2,1
"Mike Hass","Oregon State",73,208,4.59,32,NA,116,6.97,4.14,"WR",2006,171,1,1
"Mike Kudla","Ohio State",74,265,4.72,37,45,114,7.21,4.45,"DE",2006,300,0,0
"Miles Austin","Monmouth (NJ)",74,215,4.47,40.5,21,123,7.09,4.14,"WR",2006,300,0,0
"Montavious Stanley","Louisville",74,313,5.12,29,NA,106,8.06,4.6,"DT",2006,182,6,1
"Nate Salley","Ohio State",74,216,4.63,40,14,123,6.79,4.15,"S",2006,121,3,1
"Naufahu Tahi","BYU",72,254,4.85,29,35,101,7.72,4.7,"FB",2006,300,0,0
"Nick Mangold","Ohio State",76,300,5.05,27.5,24,104,7.47,4.36,"C",2006,29,63,1
"Oliver Hoyte","North Carolina State",75,245,4.93,32,19,112,7.47,4.3,"ILB",2006,300,0,0
"Omar Gaither","Tennessee",73,234,4.78,37,23,116,7.31,4.28,"OLB",2006,168,26,1
"Omar Jacobs","Bowling Green",76,232,4.84,32.5,NA,108,7.47,4.29,"QB",2006,164,0,1
"Orien Harris","Miami (FL)",75,301,5.27,NA,25,NA,NA,NA,"DT",2006,133,3,1
"Owen Daniels","Wisconsin",75,253,4.65,34.5,23,114,6.87,4.1,"TE",2006,98,42,1
"P.J. Daniels","Georgia Tech",70,214,4.64,33,21,116,7.13,4.4,"RB",2006,132,1,1
"Parys Haralson","Tennessee",73,253,4.8,32,24,115,7.37,4.26,"DE",2006,140,38,1
"Pat McQuistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,211,8,1
"Pat Watkins","Florida State",77,211,4.42,41,14,133,NA,NA,"S",2006,138,8,1
"Paul McQuistan","Weber State",78,312,5.07,29.5,28,110,7.72,4.62,"OT",2006,69,24,1
"Paul Pinegar","Fresno State",77,232,5.1,29,NA,110,7.36,4.49,"QB",2006,300,0,0
"Quinn Ojinnaka","Syracuse",77,309,5.44,28.5,21,102,8.45,5.11,"OT",2006,139,13,1
"Quinn Sypniewski","Colorado",78,268,4.77,32.5,20,114,7.09,4.52,"TE",2006,166,3,1
"Quinton Ganther","Utah",69,218,4.5,35,29,119,7.19,NA,"RB",2006,246,4,1
"Quinton Porter","Boston Col.",77,233,4.67,33.5,NA,116,6.76,4.1,"QB",2006,300,0,0
"Rashad Butler","Miami (FL)",77,293,5.3,28,16,106,7.9,4.55,"OT",2006,89,7,1
"Ray Edwards","Purdue",77,273,4.81,39,30,114,7.71,4.57,"DE",2006,127,38,1
"Reed Doughty","Northern Colorado",72,209,4.65,37,15,121,6.66,4.17,"S",2006,173,21,1
"Reggie Bush","USC",71,201,4.37,NA,NA,NA,NA,NA,"RB",2006,2,62,1
"Reggie McNeal","Texas A&M",74,198,4.4,32,NA,121,6.96,4.25,"QB",2006,193,1,1
"Reuben Houston","Georgia Tech",72,192,4.62,41.5,21,127,NA,4.42,"CB",2006,300,0,0
"Richard Marshall","Fresno State",71,189,4.42,37,12,129,6.65,4.16,"CB",2006,58,33,1
"Richie Ross","Nebraska-Kearney",76,209,4.61,37,NA,120,6.95,4.29,"WR",2006,300,0,0
"Rob Ninkovich","Purdue",75,260,4.91,34.5,23,116,6.96,4.18,"DE",2006,135,51,1
"Rob Sims","Ohio State",75,307,5.25,NA,27,NA,NA,NA,"OG",2006,128,45,1
"Rocky McIntosh","Miami (FL)",74,237,4.62,41.5,18,119,NA,NA,"OLB",2006,35,39,1
"Rodrique Wright","Texas",77,300,5.08,32,31,110,7.84,4.51,"DT",2006,226,5,1
"Roman Harper","Alabama",72,198,4.5,NA,19,NA,NA,NA,"S",2006,43,49,1
"Ryan Cook","New Mexico",79,328,5.47,26.5,28,97,7.93,4.66,"OT",2006,51,25,1
"Ryan Gilbert","Houston",70,228,4.6,NA,NA,NA,NA,NA,"RB",2006,300,0,0
"Ryan LaCasse","Syracuse",74,257,4.62,34,34,113,7.25,4.3,"DE",2006,219,2,1
"Ryan O'Callaghan","California",79,344,5.39,25,21,92,NA,NA,"OT",2006,136,13,1
"Ryan Plackemeier","Wake Forest",75,253,5.2,NA,NA,NA,NA,NA,"P",2006,239,6,1
"Sam Koch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,203,26,1
"Sam Paulescu","Oregon State",72,190,4.98,NA,NA,NA,NA,NA,"P",2006,300,0,0
"Santonio Holmes","Ohio State",71,188,4.35,NA,NA,NA,NA,NA,"WR",2006,25,48,1
"Scott Ware","USC",73,218,4.7,37,15,115,7.05,4.25,"S",2006,300,0,0
"Sinorice Moss","Miami (FL)",68,185,4.38,NA,NA,NA,NA,NA,"WR",2006,44,5,1
"Sir Henry Anderson","Oregon State",76,306,5.19,28.5,27,100,7.69,4.55,"DT",2006,300,0,0
"Skyler Green","LSU",69,192,4.53,34,NA,118,NA,NA,"WR",2006,125,1,1
"Spencer Havner","UCLA",75,242,4.69,39,NA,116,6.81,4.07,"ILB",2006,300,0,0
"Spencer Toone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,245,1,1
"Stanley McClover","Auburn",74,262,4.7,39,19,114,7.87,4.5,"DE",2006,237,2,1
"Stefon Wheeler","Michigan State",77,339,5.73,19.5,NA,74,8.09,4.86,"OT",2006,300,0,0
"Stephen Gostkowski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,118,38,1
"Stephen Tulloch","North Carolina State",71,241,4.84,33.5,27,113,7.19,4.15,"ILB",2006,116,51,1
"Steve Weatherford","Illinois",74,217,4.82,NA,NA,NA,NA,NA,"P",2006,300,0,0
"T.J. Rushing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,238,4,1
"T.J. Williams","North Carolina State",74,269,4.72,34,25,111,7.49,4.54,"TE",2006,202,0,1
"Tamba Hali","Penn State",75,275,4.87,NA,NA,NA,NA,NA,"DE",2006,20,78,1
"Tarvaris Jackson","Arkansas",74,226,4.69,31.5,22,107,7.4,4.38,"QB",2006,64,22,1
"Taurean Henderson","Texas Tech",69,204,4.62,32.5,NA,112,7.01,4.4,"RB",2006,300,0,0
"Terna Nande","Miami (OH)",72,232,4.51,39,41,124,6.97,4.11,"OLB",2006,137,1,1
"Terrance Pennington","New Mexico",79,325,5.39,28.5,28,102,NA,NA,"OT",2006,216,5,1
"Terrence Whitehead","Oregon",70,209,4.69,30.5,NA,108,7.21,4.27,"RB",2006,300,0,0
"Thomas Howard","Texas-El Paso",75,239,4.42,39,21,124,6.96,4.28,"OLB",2006,38,35,1
"Thomas Olmsted","Troy",76,214,5.18,NA,NA,NA,NA,NA,"P",2006,300,0,0
"Tim Day","Oregon",75,256,4.74,35,24,109,7.03,4.2,"TE",2006,300,0,0
"Tim Dobbins","Iowa State",73,246,4.59,35.5,23,110,7.25,4.39,"ILB",2006,151,20,1
"Tim Jennings","Georgia",68,185,4.32,37.5,17,117,NA,NA,"CB",2006,62,44,1
"Tim Massaquoi","Michigan",75,259,4.85,NA,32,NA,NA,NA,"TE",2006,244,1,1
"Tim McGarigle","Northwestern",73,242,4.73,38,NA,118,7.09,4.07,"ILB",2006,221,2,1
"Titus Adams","Nebraska",75,306,5.07,30.5,15,103,7.49,4.54,"DT",2006,220,1,1
"Todd Watkins","BYU",74,202,4.4,36,15,118,7.13,4.24,"WR",2006,218,2,1
"Tom Malone","USC",72,212,4.87,NA,NA,NA,NA,NA,"P",2006,300,0,0
"Tony Moll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,165,14,1
"Tony Palmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,243,1,1
"Tony Scheffler","West. Michigan",77,254,4.54,33.5,17,115,6.81,4.01,"TE",2006,61,25,1
"Tony Tella","Miami (FL)",76,307,5.44,24.5,24,97,8.17,4.84,"OG",2006,300,0,0
"Travis Lulay","Montana State",74,216,4.71,35,NA,111,6.93,4.07,"QB",2006,300,0,0
"Travis Wilson","Oklahoma",74,214,4.47,36.5,NA,120,6.7,3.99,"WR",2006,78,1,1
"Trent Bray","Oregon State",73,231,4.9,32,18,109,7.15,4.41,"ILB",2006,300,0,0
"Troy Bienemann","Washington State",77,256,4.8,NA,NA,NA,NA,NA,"TE",2006,300,0,0
"Troy Reddick","Auburn",77,334,5.57,NA,21,NA,7.92,4.82,"OG",2006,300,0,0
"Tye Hill","Clemson",70,185,4.34,41,NA,129,6.63,4.01,"CB",2006,15,10,1
"Tyler Reed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,200,0,1
"Tyrone Culver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,185,8,1
"Vernon Davis","Maryland",75,254,4.38,42,33,128,7,4.17,"TE",2006,6,52,1
"Vickiel Vaughn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,254,0,1
"Victor Adeyanju","Indiana",76,274,4.86,32,22,112,7.37,4.41,"DE",2006,113,14,1
"Vince Young","Texas",77,229,4.48,NA,NA,NA,NA,NA,"QB",2006,3,34,1
"Vincent Meeks","Texas Tech",71,210,4.85,33,11,112,NA,NA,"S",2006,300,0,0
"Wali Lundy","Virginia",71,214,4.48,35,18,111,6.99,4.36,"RB",2006,170,6,1
"Wendell Mathis","Fresno State",71,210,4.51,33,20,117,6.93,4.22,"RB",2006,300,0,0
"Will Blackmon","Boston Col.",72,198,4.47,41,NA,133,6.67,4.23,"CB",2006,115,19,1
"Will Derting","Washington State",72,247,4.74,NA,NA,NA,NA,NA,"ILB",2006,300,0,0
"Will Montgomery","Virginia Tech",75,312,5.12,29.5,35,104,7.4,4.43,"C",2006,234,34,1
"William Kershaw","Maryland",75,240,4.63,37,21,111,6.95,4.17,"OLB",2006,300,0,0
"Willie Andrews","Baylor",69,193,4.43,36.5,7,124,6.99,4.27,"S",2006,229,4,1
"Willie Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,131,44,1
"Willie Reid","Florida State",70,188,4.34,37.5,NA,117,7.06,4.26,"WR",2006,95,2,1
"Winston Justice","USC",78,319,5.16,35,NA,110,7.31,4.53,"OT",2006,39,24,1
"Zach Strief","Northwestern",80,330,5.38,21,19,94,8.01,4.83,"OT",2006,210,57,1
"A.J. Davis","North Carolina State",70,193,4.56,NA,16,NA,NA,NA,"CB",2007,105,0,1
"Aaron Brant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,241,0,1
"Aaron Fairooz","Central Arkansas",78,209,4.49,36,NA,125,6.89,4.27,"WR",2007,300,0,0
"Aaron King","Texas-El Paso",73,239,4.78,NA,NA,NA,NA,NA,"LS",2007,300,0,0
"Aaron Ross","Texas",72,193,4.44,34,17,118,6.67,4.15,"CB",2007,20,22,1
"Aaron Rouse","Virginia Tech",76,223,4.58,35,16,NA,NA,NA,"S",2007,89,9,1
"Abraham Wright","Colorado",74,242,4.9,31,24,111,7.2,4.46,"DE",2007,238,0,1
"Adam Carriker","Nebraska",78,296,4.9,33.5,33,110,7.06,4.18,"DE",2007,13,23,1
"Adam Graessle","Pittsburgh",76,215,4.84,NA,NA,NA,NA,NA,"P",2007,300,0,0
"Adam Hayward",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,182,12,1
"Adam Koets","Oregon State",77,298,5.08,32,20,106,7.44,4.47,"OT",2007,189,3,1
"Adam Podlesh","Maryland",71,202,4.54,NA,NA,NA,NA,NA,"P",2007,101,9,1
"Adrian Peterson","Oklahoma",73,217,4.4,38.5,NA,127,7.09,4.4,"RB",2007,7,100,1
"Ahmad Bradshaw","Marshall",69,198,4.55,34,NA,112,6.7,4.09,"RB",2007,250,43,1
"Alan Ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,237,20,1
"Alan Branch","Michigan",78,324,5.07,27.5,33,107,NA,NA,"DT",2007,33,45,1
"Alex Reyes","Texas Tech",73,234,NA,NA,NA,NA,NA,NA,"P",2007,300,0,0
"Allen Barbre","Missouri Southern",76,300,4.84,32,28,105,7.4,4.63,"OT",2007,119,23,1
"Alonzo Coleman","Kansas State",70,207,4.49,NA,27,120,NA,NA,"RB",2007,300,0,0
"Amobi Okoye","Louisville",74,302,5.07,30,29,111,7.46,NA,"DT",2007,10,25,1
"Andrew Carnahan","Arizona State",79,306,5.2,NA,22,NA,NA,NA,"OT",2007,252,0,1
"Andy Alleman","Akron",76,305,5.07,30,27,106,7.8,4.65,"OG",2007,88,5,1
"Anthony Arline","Baylor",74,199,4.43,34.5,12,124,7.02,4.46,"CB",2007,300,0,0
"Anthony Gonzalez","Ohio State",72,193,4.44,38,NA,123,6.54,4.08,"WR",2007,32,17,1
"Anthony Pudewell","Nevada",76,250,5.07,25.5,15,101,7.31,4.41,"TE",2007,300,0,0
"Anthony Spencer","Purdue",75,261,4.7,32.5,30,112,7.14,4.43,"DE",2007,26,34,1
"Anthony Waters","Clemson",75,245,4.59,NA,25,NA,NA,NA,"ILB",2007,96,3,1
"Antonio Johnson","Mississippi State",75,310,5.15,29,28,108,7.47,4.49,"DT",2007,152,22,1
"Antonio Pittman","Ohio State",71,207,4.4,35.5,16,123,6.84,4.16,"RB",2007,107,4,1
"Antwan Applewhite","San Diego State",75,250,4.73,35,25,115,7.5,4.36,"DE",2007,300,0,0
"Antwan Barnes","Florida International",73,240,4.43,35,31,122,7.29,4.32,"OLB",2007,134,10,1
"Arron Sears","Tennessee",75,319,5.09,NA,21,NA,NA,NA,"OG",2007,35,15,1
"Aundrae Allison","East Carolina",72,198,4.39,37,NA,127,NA,NA,"WR",2007,146,4,1
"Baraka Atkins","Miami (FL)",76,271,4.69,33,22,111,NA,NA,"DE",2007,120,3,1
"Ben Grubbs","Auburn",75,311,5.18,26.5,29,103,7.99,4.72,"OG",2007,29,55,1
"Ben Patrick","Duke",75,252,4.74,34.5,NA,111,7.21,4.31,"TE",2007,215,5,1
"Blair Phillips","Oregon",73,243,4.84,30.5,23,106,7.01,4.48,"ILB",2007,300,0,0
"Bo Smith","Weber State",70,193,4.44,33.5,14,NA,NA,NA,"CB",2007,300,0,0
"Brady Quinn","Notre Dame",76,232,4.73,NA,24,NA,NA,NA,"QB",2007,22,3,1
"Brandon Fields","Michigan State",77,239,5.26,NA,NA,NA,NA,NA,"P",2007,225,22,1
"Brandon Frye","Virginia Tech",76,301,5.08,32.5,34,103,7.5,4.4,"OT",2007,163,3,1
"Brandon Harrison","Stanford",74,227,4.58,NA,23,NA,NA,NA,"S",2007,144,4,1
"Brandon Jackson","Nebraska",70,210,4.54,37,21,122,7,4.14,"RB",2007,63,17,1
"Brandon McDonald","Memphis",71,181,4.58,33,17,118,7.44,4.76,"CB",2007,140,16,1
"Brandon Mebane","California",73,309,5.15,24,24,106,7.94,4.65,"DT",2007,85,65,1
"Brandon Meriweather","Miami (FL)",71,195,4.47,35,11,111,7.06,4.33,"S",2007,24,34,1
"Brandon Pace","Virginia Tech",70,193,4.74,NA,NA,NA,NA,NA,"K",2007,300,0,0
"Brandon Sharp","Louisville",70,194,4.58,37.5,18,NA,NA,NA,"S",2007,300,0,0
"Brandon Siler","Florida",74,241,4.62,30.5,NA,109,7.34,NA,"ILB",2007,240,13,1
"Brannon Condren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,131,2,1
"Brendan Carney","Syracuse",76,203,5.03,NA,NA,NA,NA,NA,"P",2007,300,0,0
"Brent Celek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,162,36,1
"Bret Smith","Tennessee",74,173,4.55,NA,NA,NA,NA,NA,"WR",2007,300,0,0
"Brian Leonard","Rutgers",73,226,4.52,34.5,28,122,6.88,4.22,"RB",2007,52,12,1
"Brian Robison","Texas",75,259,4.67,40.5,27,121,6.89,4.26,"DE",2007,102,45,1
"Brian Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,113,0,1
"C.J. Ah You","Oklahoma",76,274,4.7,36.5,26,108,7.06,4.4,"DE",2007,239,5,1
"C.J. Gaddis","Clemson",71,203,4.45,36.5,20,121,7.28,4.3,"S",2007,159,0,1
"C.J. Wilson","Baylor",73,195,4.62,37.5,NA,127,6.81,4.2,"CB",2007,226,2,1
"Calvin Johnson","Georgia Tech",77,239,4.35,NA,NA,NA,NA,NA,"WR",2007,300,0,0
"Cameron Stephenson","Rutgers",75,306,5.4,28.5,34,101,7.72,4.81,"OG",2007,156,0,1
"Chad Nkang","Elon",71,220,4.52,36.5,23,118,7.1,4.34,"S",2007,251,2,1
"Chad Upshaw","Buffalo",76,252,4.9,33.5,16,108,7.23,4.58,"TE",2007,300,0,0
"Chandler Williams","Florida International",71,184,4.42,32.5,NA,123,6.99,4.29,"WR",2007,233,0,1
"Chansi Stuckey","Clemson",71,197,4.56,35,NA,120,6.91,4.14,"WR",2007,235,11,1
"Charles Johnson","Georgia",74,270,4.84,34,33,118,7.5,NA,"DE",2007,83,48,1
"Chase Pittman","LSU",77,270,5.03,NA,NA,NA,NA,NA,"DE",2007,213,0,1
"Chaz Williams","La-Monroe",71,196,4.68,32.5,13,108,NA,NA,"CB",2007,300,0,0
"Chinedum Ndukwe","Notre Dame",74,206,4.49,37.5,15,NA,NA,NA,"S",2007,300,0,0
"Chris Davis","Florida State",70,181,4.5,35.5,NA,115,6.66,4.14,"WR",2007,128,1,1
"Chris Denman","Fresno State",78,315,5.62,27.5,21,97,8.1,4.92,"OT",2007,214,0,1
"Chris Henry","Arizona",71,230,4.4,36,26,127,6.96,4.14,"RB",2007,50,2,1
"Chris Houston","Arkansas",70,185,4.32,36,27,122,6.94,4.12,"CB",2007,41,34,1
"Chris Leak","Florida",72,209,4.74,32.5,NA,113,7.03,4.41,"QB",2007,300,0,0
"Clark Harris","Rutgers",77,261,4.8,32,21,112,NA,4.4,"TE",2007,243,12,1
"Clifton Ryan","Michigan State",75,310,5.12,26.5,25,102,7.49,4.69,"DT",2007,154,14,1
"Clint Oldenburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,171,1,1
"Clint Session",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,136,21,1
"Corey Graham","New Hampshire",72,195,4.42,NA,10,NA,NA,NA,"CB",2007,168,36,1
"Corey Hilliard","Oklahoma State",77,308,5.29,27,28,106,7.45,4.65,"OT",2007,209,10,1
"Cory Anderson","Tennessee",74,247,4.7,37,19,115,7.37,4.35,"FB",2007,300,0,0
"Courtney Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,212,3,1
"Courtney Taylor","Auburn",74,204,4.5,36,NA,122,7.22,4.28,"WR",2007,197,2,1
"Craig Dahl","North Dakota State",74,216,4.55,35,17,122,6.69,4.26,"S",2007,300,0,0
"Craig Davis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,30,8,1
"D'Juan Woods","Oklahoma State",72,208,4.58,36.5,NA,120,6.89,4.34,"WR",2007,300,0,0
"Dallas Baker","Florida",75,208,4.53,36,NA,129,6.69,4.19,"WR",2007,227,1,1
"Dallas Sartz","USC",77,235,4.71,33.5,20,111,6.85,4.13,"OLB",2007,143,0,1
"Dan Bazuin","Central Michigan",75,266,4.77,30,25,109,7.09,4.75,"DE",2007,62,0,1
"Dan Mozes","West Virginia",75,293,5.35,25.5,28,101,7.98,4.84,"C",2007,300,0,0
"Dan Santucci","Notre Dame",75,301,5.13,29,23,102,7.47,4.74,"OG",2007,230,1,1
"Dane Uperesa","Hawaii",76,309,5.28,NA,NA,NA,NA,NA,"OT",2007,300,0,0
"Daniel Coats","BYU",75,257,4.94,30,34,111,7.07,4.43,"TE",2007,300,0,0
"Daniel Sepulveda","Baylor",75,229,4.62,NA,NA,NA,NA,NA,"P",2007,112,8,1
"Dante Rosario","Oregon",75,244,4.78,36,20,115,6.96,4.47,"TE",2007,155,10,1
"Daren Stone","Maine",75,218,4.58,39,13,132,7.13,4.44,"S",2007,203,3,1
"Darius Walker","Notre Dame",70,206,4.55,40.5,19,123,7.18,4.39,"RB",2007,300,0,0
"Darrelle Revis","Pittsburgh",71,204,4.38,NA,16,NA,NA,NA,"CB",2007,14,92,1
"Dashon Goldson","Washington",74,205,4.6,34.5,12,115,7.37,4.46,"S",2007,126,46,1
"David Ball","North Texas",73,196,4.7,NA,NA,NA,6.94,4.21,"WR",2007,300,0,0
"David Clowney","Virginia Tech",72,188,4.36,32.5,NA,123,7,4.15,"WR",2007,157,4,1
"David Harris","Michigan",74,243,4.59,33,23,107,7.25,4.29,"ILB",2007,47,81,1
"David Irons","Auburn",70,190,4.44,29.5,11,111,7.18,4.3,"CB",2007,194,2,1
"David Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,145,7,1
"David Patterson","Ohio State",74,285,5.1,32.5,21,118,7.47,4.43,"DT",2007,300,0,0
"DeShawn Wynn","Florida",70,232,4.47,31.5,NA,115,NA,NA,"RB",2007,228,4,1
"DeAndre Jackson","Iowa State",71,193,4.48,NA,14,NA,NA,NA,"CB",2007,300,0,0
"Deon Anderson","Connecticut",71,243,4.73,33,23,114,7.27,4.43,"FB",2007,195,2,1
"Derek Landri","Notre Dame",74,288,4.96,NA,24,NA,NA,NA,"DT",2007,166,16,1
"Derek Schouman","Boise State",74,247,4.74,37.5,27,122,7,4.27,"FB",2007,222,3,1
"Derek Stanley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,249,2,1
"Desmond Bishop","California",74,239,4.78,NA,33,NA,NA,NA,"ILB",2007,192,22,1
"Doug Datish","Ohio State",76,302,5.13,26,31,102,7.51,4.65,"C",2007,198,0,1
"Doug Free","Northern Illinois",78,324,5.19,30,22,111,7.38,4.53,"OT",2007,122,56,1
"Drew Mormino","Central Michigan",75,299,5.32,28,27,105,7.48,4.53,"C",2007,199,0,1
"Drew Stanton","Michigan State",75,226,4.75,30.5,NA,108,6.77,4.41,"QB",2007,43,11,1
"Drisan James","Boise State",72,193,4.52,39,14,126,7.09,4.39,"WR",2007,300,0,0
"Duane Coleman","Clemson",69,199,4.57,35.5,18,120,7.18,4.51,"CB",2007,300,0,0
"Dustin Fry","Clemson",75,314,5.28,NA,34,NA,NA,NA,"C",2007,139,1,1
"Dwayne Bowe","LSU",74,221,4.51,33,NA,125,6.81,4.35,"WR",2007,23,50,1
"Dwayne Jarrett","USC",76,219,4.62,NA,NA,NA,NA,NA,"WR",2007,45,5,1
"Dwayne Wright","Fresno State",71,228,4.66,34,14,115,7.23,4.43,"RB",2007,111,2,1
"Earl Everett","Florida",74,238,4.73,32,19,113,NA,NA,"OLB",2007,300,0,0
"Eldra Buckley","Tenn-Chattanooga",69,202,4.56,35.5,14,120,7.71,4.43,"RB",2007,300,0,0
"Elliot Vallejo","California-Davis",79,327,5.38,26,24,94,7.95,5.14,"OT",2007,300,0,0
"Enoka Lucas","Oregon",75,303,5.46,27.5,34,104,8.1,4.84,"C",2007,300,0,0
"Eric Frampton","Washington State",71,204,4.61,34.5,10,122,6.84,4.17,"S",2007,165,6,1
"Eric Weddle","Utah",71,203,4.48,33.5,11,113,6.78,4.12,"S",2007,37,83,1
"Eric Wright","UNLV",71,192,4.36,36.5,16,123,6.93,4.23,"CB",2007,53,32,1
"Fred Bennett","South Carolina",73,196,4.46,38.5,17,125,6.67,4.3,"CB",2007,123,9,1
"Gabe Hall","Texas Tech",76,313,4.91,29,22,104,7.59,4.68,"OT",2007,300,0,0
"Gaines Adams","Clemson",77,258,4.64,35,NA,119,7.17,4.36,"DE",2007,4,18,1
"Garrett Wolfe","Northern Illinois",67,186,4.39,35.5,22,116,6.69,4.08,"RB",2007,93,3,1
"Gary Russell","Minnesota",70,229,4.77,31.5,9,113,NA,4.54,"RB",2007,300,0,0
"Gerald Alexander","Boise State",72,210,4.51,41,15,124,7.24,4.21,"S",2007,61,12,1
"Gijon Robinson","Missouri Western State",73,255,4.71,33,21,116,7.23,4.43,"FB",2007,300,0,0
"Greg Olsen","Miami (FL)",78,254,4.51,35.5,23,114,7.04,4.48,"TE",2007,31,60,1
"Greg Peterson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,141,3,1
"H.B. Blades","Pittsburgh",71,236,4.69,NA,22,NA,NA,NA,"ILB",2007,179,10,1
"Herbert Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,196,2,1
"Ikaika Alama-Francis","Hawaii",77,280,4.85,NA,NA,NA,NA,NA,"DE",2007,58,3,1
"Isaiah Stanback","Washington",74,216,4.6,NA,22,NA,NA,NA,"QB",2007,103,1,1
"JaMarcus Russell","LSU",77,265,4.83,NA,NA,NA,NA,NA,"QB",2007,1,7,1
"Jacob Bender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,177,1,1
